Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7
26.691021550,1,0,0,0,1,0,1,0
26.691023300,1,0,0,0,0,0,0,1
26.691047250,1,0,0,0,1,1,0,0
26.823883850,1,1,0,0,1,1,0,1
26.823883900,0,1,0,0,1,0,0,1
26.823910350,0,1,0,0,1,0,1,1
26.823910400,0,1,0,0,0,0,1,0
26.823910600,0,1,0,0,0,0,0,1
26.823910950,0,1,0,0,0,1,1,0
26.823911750,0,1,0,0,1,1,1,0
26.823916250,1,1,0,0,1,0,1,0
26.823916300,1,0,0,0,1,0,0,0
27.282508200,1,0,0,0,1,0,0,1
27.323887450,0,1,0,0,1,0,0,1
27.323914050,0,1,0,0,1,0,1,1
27.323914100,0,1,0,0,0,0,1,0
27.323914300,0,1,0,0,0,0,0,1
27.323914650,0,1,0,0,0,1,1,0
27.323915500,0,1,0,0,1,1,1,0
27.323919850,1,1,0,0,1,1,1,0
27.323919900,1,0,0,0,1,0,0,0
27.690074300,1,0,0,0,0,1,0,0
27.691025850,1,0,0,0,1,0,1,0
27.691027550,1,0,0,0,0,0,0,1
27.691050950,1,0,0,0,1,1,0,0
27.823902650,0,1,0,0,1,0,0,1
27.823929250,0,1,0,0,1,0,1,1
27.823929300,0,1,0,0,0,0,1,0
27.823929450,0,1,0,0,0,0,0,1
27.823929650,0,1,0,0,0,1,1,1
27.823929700,0,1,0,0,0,1,1,0
27.823930550,0,1,0,0,1,1,1,0
27.823935250,1,0,0,0,1,0,0,0
28.282521350,1,0,0,0,1,0,0,1
28.323903050,0,1,0,0,1,0,0,1
28.323929000,0,1,0,0,0,0,1,0
28.323929300,0,1,0,0,0,0,0,1
28.323929600,0,1,0,0,0,1,1,0
28.323930750,0,1,0,0,1,1,1,0
28.323934950,1,0,0,0,1,0,0,0
28.690109900,1,0,0,0,0,1,0,0
28.691047300,1,0,0,0,1,0,1,0
28.691049000,1,0,0,0,0,0,0,1
28.691072000,1,0,0,0,1,1,0,0
28.823911600,0,1,0,0,1,0,0,1
28.823938550,0,1,0,0,0,0,1,0
28.823938950,0,1,0,0,0,0,0,1
28.823939250,0,1,0,0,0,1,1,0
28.823940100,0,1,0,0,1,1,1,0
28.823944750,1,0,0,0,1,0,0,0
29.282527500,1,0,0,0,1,0,0,1
29.323913950,0,1,0,0,1,0,0,1
29.323940000,0,1,0,0,0,0,1,0
29.323940550,0,1,0,0,0,0,0,1
29.323940850,0,1,0,0,0,1,1,0
29.323941700,0,1,0,0,1,1,1,0
29.323946100,1,0,0,0,1,0,0,0
29.690112400,1,0,0,0,0,1,0,0
29.691051600,1,0,0,0,1,0,1,0
29.691053350,1,0,0,0,0,0,0,1
29.691076800,1,0,0,0,1,1,0,0
29.823933000,0,1,0,0,1,0,0,1
29.823959650,0,1,0,0,0,0,1,0
29.823959850,0,1,0,0,0,0,0,1
29.823960200,0,1,0,0,0,1,1,0
29.823961100,0,1,0,0,1,1,1,0
29.823965300,1,1,0,0,1,1,1,0
29.823965350,1,0,0,0,1,0,0,0
30.282534650,1,0,0,0,1,0,0,1
30.323947650,0,1,0,0,1,0,0,1
30.323974100,0,1,0,0,0,0,1,0
30.323974300,0,1,0,0,0,0,1,1
30.323974350,0,1,0,0,0,0,0,1
30.323974650,0,1,0,0,0,1,1,0
30.323975500,0,1,0,0,1,1,1,0
30.323979650,1,0,0,0,1,0,0,0
30.690104700,1,0,0,0,0,1,0,0
30.691055000,1,0,0,0,1,0,1,0
30.691056650,1,0,0,0,1,0,1,1
30.691056700,1,0,0,0,0,0,0,1
30.691080450,1,0,0,0,1,1,0,0
30.823966200,0,1,0,0,1,0,0,1
30.823992800,0,1,0,0,0,0,1,0
30.823993000,0,1,0,0,0,0,0,1
30.823993350,0,1,0,0,0,1,1,0
30.823994200,0,1,0,0,1,1,1,0
30.823998500,1,0,0,0,1,0,0,0
31.282553850,1,0,0,0,1,0,0,1
31.323974050,0,1,0,0,1,0,0,1
31.324001300,0,1,0,0,1,0,1,1
31.324001350,0,1,0,0,0,0,1,0
