Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9
1.403151250,0,0,0,0,1,0,0,0,1,0
1.403185800,0,0,0,0,1,0,0,0,1,1
1.403194450,0,0,0,0,1,0,0,0,1,0
1.403211750,0,0,0,0,1,0,0,0,1,1
1.403237650,0,0,0,0,1,0,0,0,1,0
1.403254950,0,0,0,0,1,0,0,0,1,1
1.403263600,0,0,0,0,1,0,0,0,1,0
1.403272200,0,0,0,0,1,0,0,0,1,1
1.403280850,0,0,0,0,1,0,0,0,1,0
1.403341350,0,0,0,0,1,0,0,0,1,1
1.403350000,0,0,0,0,1,0,0,0,1,0
1.403358600,0,0,0,0,1,0,0,0,1,1
1.403367250,0,0,0,0,1,0,0,0,1,0
1.403445000,0,0,0,0,1,0,0,0,1,1
1.403465650,0,0,0,0,1,0,0,1,1,1
1.403466200,1,0,0,1,0,1,0,0,1,1
1.403467000,1,0,0,0,0,0,1,0,1,1
1.403467200,1,0,0,0,1,0,0,0,1,1
1.403489750,1,0,0,0,1,0,0,1,1,1
1.403490100,1,0,0,0,0,0,1,1,1,1
1.403490450,1,0,0,1,0,1,0,1,1,1
1.491430400,0,0,0,0,1,0,1,0,1,1
1.491453950,0,0,0,0,1,0,1,1,1,1
1.492364550,1,0,0,0,1,0,1,0,1,1
1.498392900,1,0,0,0,1,0,1,1,1,1
1.671668850,1,0,0,1,0,0,1,0,1,1
1.671670100,1,0,0,1,0,0,1,1,1,1
1.902519450,1,0,0,1,0,0,1,1,1,0
1.902528050,1,0,0,1,0,0,1,1,1,1
1.902536700,1,0,0,1,0,0,1,1,1,0
1.902597200,1,0,0,1,0,0,1,1,1,1
1.902605850,1,0,0,1,0,0,1,1,1,0
1.902614450,1,0,0,1,0,0,1,1,1,1
1.902623100,1,0,0,1,0,0,1,1,1,0
1.902627300,0,0,0,0,1,0,0,0,1,0
1.902640400,0,0,0,0,1,0,0,0,1,1
1.902649050,0,0,0,0,1,0,0,0,1,0
1.902683600,0,0,0,0,1,0,0,0,1,1
1.902692250,0,0,0,0,1,0,0,0,1,0
1.902709500,0,0,0,0,1,0,0,0,1,1
1.902718150,0,0,0,0,1,0,0,0,1,0
1.902770000,0,0,0,0,1,0,0,0,1,1
1.902778650,0,0,0,0,1,0,0,0,1,0
1.902787250,0,0,0,0,1,0,0,0,1,1
1.902804550,0,0,0,0,1,0,0,0,1,0
1.902813200,0,0,0,0,1,0,0,0,1,1
1.902830450,0,0,0,0,1,0,0,0,1,0
